timestamp,machine_id,machine_type,location,env_zone,shift,ambient_temp_c,humidity,dust_ppm,load_pct,rpm,torque_pct,voltage_v,current_a,thd_pct,suction_bar,discharge_bar,pressure_ripple_bar,flow_rate_m3h,bearing_temp_c,winding_temp_c,lubricant_viscosity_cSt,friction_coeff,vib_rms_mm_s,vib_peak_mm_s,vib_kurtosis,vib_skewness,band_1x_g,band_2x_g,band_bpf_g,crest_factor,ae_rms_db,iso_code,particle_4um,water_ppm,metal_ppm,leak_rate_lpm,hours_since_maint,cycle_count_24h,start_stop_24h,design_load,install_age_days,health_index,failure_within_7d,failure_within_30d,failure_mode
2024-03-17 17:00:00,M014,gearbox,plant_B,outdoor,evening,25.44,0.356,199.4,0.819,1223.1,0.763,394.9,79.33,4.06,0.0,1.1,0.639,87.12,59.94,61.44,63.3,0.0907,0.2,0.498,3.271,0.557,0.118,0.232,0.129,2.49,20.92,21,864,30,22,0.252,949.5,19,3,0.721,329,0.979,0,0,none
2024-10-19 15:00:00,M015,fan,plant_B,indoor,night,24.18,0.848,43.0,0.574,870.0,0.555,406.1,51.95,2.22,0.46,0.46,0.881,55.13,40.95,41.69,64.02,0.0761,0.2,0.529,3.763,0.827,0.226,0.167,0.134,2.647,22.35,13,717,34,49,0.145,830.2,18,5,0.576,1431,1.0,0,0,none
2024-06-16 02:00:00,M016,gearbox,plant_B,indoor,night,15.8,0.503,31.3,0.797,1210.6,0.809,406.1,86.2,3.63,0.66,0.1,0.255,78.36,61.17,56.7,63.59,0.0798,0.2,0.658,3.059,0.677,0.177,0.02,0.215,3.292,24.49,13,376,30,35,0.222,3534.0,20,3,0.817,347,0.986,0,0,none
2024-01-30 22:00:00,M017,fan,plant_B,semi_outdoor,evening,25.01,0.677,49.2,0.921,1291.0,0.865,391.6,94.57,3.28,0.05,0.1,0.573,93.05,46.05,46.08,64.28,0.0857,0.2,0.604,3.124,-0.131,0.179,0.091,0.106,3.022,21.53,13,218,89,43,0.124,148.4,22,3,0.765,1464,1.0,0,0,none
2024-08-05 02:00:00,M018,fan,plant_B,indoor,day,19.11,0.699,27.1,0.731,1046.3,0.746,387.6,73.16,2.11,0.25,0.1,0.227,85.13,45.71,46.12,65.73,0.0855,0.2,0.676,3.079,-0.001,0.248,0.259,0.02,3.382,23.33,13,231,77,72,0.14,361.9,18,2,0.783,413,1.0,0,0,none
2024-01-09 20:00:00,M019,gearbox,plant_C,outdoor,evening,30.84,0.205,70.4,0.637,930.3,0.616,410.6,61.19,2.01,0.0,0.1,0.655,57.71,56.89,63.48,62.46,0.0843,0.2,0.609,3.334,-0.094,0.362,0.078,0.02,3.045,20.46,16,1419,45,18,0.455,988.5,16,1,0.567,296,1.0,0,0,none
2024-05-13 02:00:00,M020,induction_motor,plant_C,outdoor,day,29.83,0.704,45.6,0.929,1693.3,0.885,410.6,86.83,3.46,0.0,0.3,0.639,87.92,67.57,73.37,64.54,0.0804,0.2,0.645,3.052,0.489,0.334,0.02,0.02,3.227,23.05,13,1121,102,11,0.262,635.8,25,1,0.948,1855,1.0,0,0,none
2024-04-23 02:00:00,M021,gearbox,plant_C,semi_outdoor,night,27.0,0.457,83.5,0.771,1177.1,0.786,396.8,77.0,2.59,0.32,0.1,0.418,83.88,57.11,59.84,60.7,0.0913,0.2,0.603,2.983,0.15,0.177,0.329,0.081,3.015,21.42,15,494,61,25,0.291,1443.5,22,2,0.769,122,1.0,0,0,none
2024-03-03 14:00:00,M022,induction_motor,plant_A,outdoor,evening,19.83,0.386,33.7,0.72,1295.9,0.624,398.0,64.96,3.76,0.0,0.1,0.786,70.25,64.32,70.1,63.5,0.078,0.2,0.574,3.451,0.215,0.279,0.02,0.108,2.87,26.15,14,1198,71,33,0.102,714.3,23,3,0.704,509,1.0,0,0,none
2024-06-22 17:00:00,M023,centrifugal_pump,plant_A,semi_outdoor,day,29.92,0.517,106.1,1.1,1938.7,1.082,403.6,109.17,3.82,6.48,7.98,0.1,114.86,54.69,56.35,62.88,0.0835,5.128,14.888,3.353,1.117,3.66,2.04,2.476,2.904,23.87,17,481,78,120,0.054,574.0,20,3,0.993,559,0.902,0,0,none
2024-05-17 19:00:00,M024,gearbox,plant_B,semi_outdoor,evening,31.93,0.405,31.0,0.655,992.9,0.746,403.5,74.46,2.61,0.0,0.1,0.697,66.42,57.73,64.62,60.97,0.0948,0.2,0.509,2.234,0.381,0.198,0.368,0.089,2.544,22.51,12,132,131,27,0.284,935.2,13,3,0.745,360,1.0,0,0,none
2024-01-23 16:00:00,M025,gearbox,plant_B,outdoor,day,25.34,0.585,72.2,0.565,900.0,0.652,408.4,60.62,2.28,0.0,0.1,0.752,64.65,56.17,61.87,66.17,0.086,0.2,0.593,2.328,0.361,0.476,0.145,0.02,2.964,23.65,15,302,118,50,0.291,639.9,17,5,0.576,1168,1.0,0,0,none
2024-05-02 03:00:00,M026,gearbox,plant_C,semi_outdoor,night,30.4,0.896,54.8,0.742,1135.6,0.773,396.3,79.04,3.36,0.0,0.1,0.588,85.24,56.56,63.04,66.15,0.0814,0.2,0.609,3.027,0.248,0.429,0.153,0.02,3.047,19.56,14,463,80,16,0.363,595.2,19,4,0.701,1731,1.0,0,0,none
2024-05-14 01:00:00,M027,gearbox,plant_A,indoor,day,16.3,0.43,33.7,0.52,900.0,0.489,394.6,53.28,2.27,0.57,0.1,0.65,64.36,50.79,51.66,66.16,0.0771,0.2,0.593,3.278,0.027,0.214,0.081,0.301,2.966,17.16,14,684,31,17,0.25,698.5,15,6,0.475,369,1.0,0,0,none
2024-04-13 09:00:00,M028,reciprocating_compressor,plant_A,outdoor,day,31.02,0.867,37.3,0.898,1079.8,0.958,390.8,97.68,1.94,11.12,13.0,0.726,97.77,64.13,70.39,61.63,0.0875,0.2,0.549,2.946,-0.236,0.137,0.297,0.02,2.746,22.99,13,254,34,11,0.311,392.4,19,3,0.876,985,1.0,0,0,none
2024-06-05 16:00:00,M029,gearbox,plant_C,indoor,night,23.76,0.761,11.1,0.802,1199.6,0.878,396.6,83.7,3.04,0.58,0.1,0.1,85.66,53.7,57.82,62.26,0.078,0.2,0.541,2.894,0.384,0.16,0.02,0.073,2.704,23.32,13,437,74,57,0.363,2484.6,19,2,0.7,1106,1.0,0,0,none
2024-05-28 14:00:00,M030,centrifugal_pump,plant_A,semi_outdoor,day,28.9,0.407,53.6,0.669,1166.8,0.73,393.7,73.31,2.86,6.47,11.1,0.754,61.08,52.13,55.22,67.04,0.0828,0.2,0.573,3.369,0.859,0.265,0.123,0.097,2.867,19.33,15,315,58,70,0.029,716.5,15,3,0.661,1542,1.0,0,0,none
2024-12-10 05:00:00,M031,induction_motor,plant_A,outdoor,night,32.98,0.459,75.6,0.782,1417.6,0.84,409.7,80.81,2.78,0.63,0.1,0.692,70.44,70.75,77.17,61.24,0.0845,0.2,0.609,3.332,0.369,0.178,0.188,0.309,3.045,19.06,13,159,38,15,0.266,950.9,19,2,0.879,2141,1.0,0,0,none
2024-06-26 00:00:00,M032,gearbox,plant_C,outdoor,evening,25.53,0.598,48.0,0.742,1082.4,0.745,389.1,70.05,1.99,0.94,0.66,0.973,93.25,60.33,62.54,67.29,0.0735,0.2,0.503,3.316,0.635,0.262,0.02,0.194,2.515,22.68,12,408,37,30,0.424,922.1,16,3,0.552,1637,1.0,0,0,none
2024-01-19 00:00:00,M033,gearbox,plant_B,indoor,evening,20.93,0.565,25.9,0.85,1296.4,0.819,399.5,82.22,4.0,0.54,0.1,0.514,73.07,55.67,59.48,65.34,0.0881,0.2,0.519,3.398,0.348,0.232,0.258,0.207,2.594,22.88,13,306,89,28,0.21,2741.8,22,1,0.814,2002,1.0,0,0,none
2024-09-15 17:00:00,M034,centrifugal_pump,plant_A,indoor,day,20.22,0.584,39.4,0.376,1050.0,0.404,402.0,38.1,2.18,7.05,8.37,0.253,21.25,40.27,40.16,67.09,0.0735,0.2,0.581,3.5,0.479,0.333,0.02,0.117,2.903,23.02,14,300,36,63,0.246,717.4,7,3,0.502,885,1.0,0,0,none
2024-09-20 15:00:00,M035,reciprocating_compressor,plant_A,semi_outdoor,day,23.93,0.479,68.5,0.742,864.6,0.797,402.4,85.71,3.93,10.97,13.54,0.452,63.38,59.76,65.01,64.93,0.0749,0.2,0.521,2.421,0.843,0.236,0.142,0.278,2.604,20.13,12,1396,44,20,0.283,974.5,17,2,0.671,245,1.0,0,0,none
2024-08-16 03:00:00,M036,centrifugal_pump,plant_C,indoor,day,21.74,0.662,46.0,0.633,1122.2,0.609,386.8,65.48,3.09,7.03,9.33,0.1,65.37,44.69,48.59,65.4,0.0754,0.2,0.451,2.813,0.256,0.413,0.034,0.02,2.254,17.47,15,673,82,13,0.168,1742.2,13,3,0.605,445,1.0,0,0,none
2024-11-28 13:00:00,M037,fan,plant_A,indoor,night,23.73,0.734,65.3,0.925,1334.2,0.874,408.7,84.79,1.8,0.05,0.24,0.667,100.52,45.2,46.47,66.04,0.0764,0.2,0.628,3.221,-0.084,0.05,0.136,0.02,3.138,22.0,15,332,33,40,0.094,808.0,22,2,0.925,881,1.0,0,0,none
2024-09-10 17:00:00,M038,reciprocating_compressor,plant_C,semi_outdoor,night,27.48,0.374,51.9,0.89,1040.6,0.875,398.6,90.02,4.29,10.66,13.68,0.999,89.6,66.54,69.13,59.12,0.0974,0.2,0.647,2.635,0.189,0.148,0.47,0.162,3.234,24.34,13,447,84,75,0.075,1985.6,16,1,0.962,1452,0.991,0,0,none
2024-09-16 09:00:00,M039,gearbox,plant_A,indoor,evening,25.95,0.95,36.5,0.79,1168.5,0.787,390.5,77.52,3.01,0.13,0.98,0.596,81.0,57.2,66.91,62.54,0.0928,0.2,0.547,3.405,0.352,0.567,0.593,0.02,2.737,19.58,13,1146,96,43,0.03,541.0,12,1,0.71,2029,1.0,0,0,none
2024-04-20 07:00:00,M040,gearbox,plant_B,semi_outdoor,night,29.1,0.895,69.6,0.944,1424.2,0.957,405.3,86.94,4.47,0.51,0.56,0.797,110.74,62.36,60.95,62.86,0.0837,0.2,0.596,3.59,0.512,0.166,0.196,0.067,2.982,20.89,15,368,81,37,0.261,960.7,17,2,0.851,381,1.0,0,0,none
2024-04-11 22:00:00,M041,centrifugal_pump,plant_C,semi_outdoor,evening,18.03,0.295,50.4,0.715,1216.1,0.754,393.9,77.96,3.16,7.05,9.94,0.388,66.18,49.13,52.29,65.72,0.0779,0.2,0.636,4.238,0.334,0.257,0.02,0.02,3.182,26.06,15,219,38,20,0.361,614.3,20,1,0.728,1114,1.0,0,0,none
2024-11-21 04:00:00,M042,reciprocating_compressor,plant_C,indoor,night,22.91,0.95,17.0,0.72,850.1,0.723,393.4,63.57,3.06,10.23,12.91,0.763,69.02,58.26,66.26,64.61,0.0811,0.2,0.649,3.307,0.355,0.175,0.107,0.056,3.244,25.29,12,197,30,23,0.1,460.9,17,1,0.818,870,1.0,0,0,none
2024-06-26 01:00:00,M043,induction_motor,plant_A,outdoor,evening,24.14,0.483,92.2,0.746,1346.8,0.719,396.4,74.85,3.91,0.0,0.1,0.35,76.25,68.84,61.12,61.3,0.0856,0.2,0.619,3.155,0.511,0.052,0.406,0.117,3.094,22.2,18,596,82,65,0.0,2444.5,18,3,0.66,140,0.959,0,0,none
2024-01-08 02:00:00,M044,induction_motor,plant_C,indoor,day,23.3,0.592,27.7,0.556,1080.0,0.515,409.4,43.39,2.85,0.0,0.1,0.554,40.33,62.39,66.15,61.78,0.09,0.2,0.431,2.918,-0.119,0.175,0.149,0.14,2.153,23.52,13,361,128,36,0.151,2477.5,16,5,0.545,1099,0.992,0,0,none
2024-05-10 13:00:00,M045,induction_motor,plant_A,semi_outdoor,night,31.75,0.506,107.0,0.46,1080.0,0.432,405.6,55.53,3.82,0.0,0.1,0.31,44.55,59.8,65.63,63.94,0.0861,0.2,0.621,4.217,0.435,0.215,0.288,0.02,3.104,28.49,15,247,57,84,0.111,1590.0,15,3,0.534,942,0.999,0,0,none
2024-01-29 02:00:00,M046,fan,plant_C,semi_outdoor,day,25.43,0.799,107.6,0.73,1070.2,0.688,394.0,67.81,4.09,0.97,0.16,0.314,87.3,42.95,48.31,64.54,0.0798,0.2,0.491,3.138,0.296,0.05,0.209,0.025,2.455,21.4,19,550,30,62,0.358,1767.2,17,3,0.796,943,1.0,0,0,none
2024-07-14 16:00:00,M047,reciprocating_compressor,plant_B,outdoor,night,23.61,0.91,98.1,1.1,1304.5,1.066,399.7,109.35,2.83,11.31,12.81,1.072,117.75,64.96,70.52,61.31,0.0935,4.252,13.152,3.873,-0.126,2.777,1.983,2.107,3.093,24.53,17,188,64,37,0.172,661.5,26,1,1.0,958,0.904,0,0,none
2024-05-24 19:00:00,M048,fan,plant_B,semi_outdoor,night,19.74,0.21,32.3,0.837,1190.5,0.795,402.8,74.42,2.69,0.28,0.49,0.571,86.24,45.29,52.7,62.74,0.0917,0.2,0.602,4.635,0.859,0.139,0.335,0.02,3.008,25.57,12,420,33,24,0.188,765.7,23,1,0.782,148,1.0,0,0,none
2024-12-20 09:00:00,M049,induction_motor,plant_B,semi_outdoor,day,28.84,0.525,34.3,0.662,1172.0,0.659,393.0,59.24,3.22,0.65,0.22,0.515,57.53,64.07,71.08,60.61,0.0936,0.2,0.619,2.932,0.241,0.266,0.385,0.146,3.095,20.29,12,387,30,60,0.232,894.2,15,3,0.687,823,1.0,0,0,none
2024-08-23 05:00:00,M050,gearbox,plant_C,semi_outdoor,day,21.67,0.511,31.2,1.006,1497.3,1.051,404.2,100.92,3.32,0.32,1.02,0.228,110.83,63.98,62.44,67.34,0.0805,1.628,4.322,3.422,0.651,1.09,0.533,1.083,2.656,21.09,14,506,73,37,0.0,839.0,25,3,0.979,1523,0.992,0,0,none
2024-05-17 14:00:00,M051,reciprocating_compressor,plant_A,indoor,day,19.41,0.415,38.1,0.607,720.0,0.564,395.5,58.22,3.46,9.97,13.53,0.565,74.93,59.36,61.22,62.68,0.0862,0.2,0.555,3.541,0.462,0.342,0.191,0.192,2.774,20.29,18,253,42,57,0.34,536.0,11,1,0.778,1955,1.0,0,0,none
2024-05-14 11:00:00,M052,induction_motor,plant_A,semi_outdoor,day,30.11,0.489,28.8,0.699,1267.8,0.72,398.9,66.79,3.51,0.0,0.1,0.236,76.34,67.21,71.48,62.21,0.0795,0.2,0.498,3.017,0.273,0.143,0.179,0.501,2.489,18.48,13,751,49,50,0.046,580.4,21,4,0.762,37,1.0,0,0,none
2024-10-07 10:00:00,M053,induction_motor,plant_C,indoor,evening,21.7,0.482,36.3,0.791,1417.4,0.73,402.2,65.51,4.06,0.0,0.29,0.339,81.55,65.44,69.12,59.91,0.0816,0.2,0.575,2.411,0.171,0.05,0.116,0.033,2.873,22.42,17,424,63,48,0.174,602.2,22,4,0.78,521,1.0,0,0,none
2024-01-18 09:00:00,M054,reciprocating_compressor,plant_B,indoor,day,21.98,0.463,20.2,0.721,849.2,0.657,394.5,69.82,3.36,11.0,13.63,0.712,70.53,59.01,62.49,61.91,0.0924,0.2,0.571,3.688,0.473,0.218,0.318,0.02,2.854,25.37,14,305,35,45,0.128,1447.9,20,2,0.734,1807,1.0,0,0,none
2024-07-01 05:00:00,M055,centrifugal_pump,plant_C,semi_outdoor,day,27.81,0.51,56.8,0.706,1227.7,0.728,401.6,68.55,3.08,6.89,8.34,0.456,78.1,48.03,56.11,68.95,0.0782,0.2,0.548,3.299,0.636,0.41,0.02,0.227,2.74,22.79,16,430,51,16,0.098,442.5,15,1,0.713,1927,1.0,0,0,none
2024-06-20 12:00:00,M056,centrifugal_pump,plant_C,indoor,day,25.22,0.387,46.1,0.605,1050.0,0.571,390.1,59.35,3.98,6.04,8.97,0.441,75.17,39.85,52.42,68.64,0.0778,0.2,0.701,2.934,0.511,0.165,0.192,0.02,3.506,17.39,13,390,54,32,0.377,581.0,12,1,0.578,726,1.0,0,0,none
2024-08-31 08:00:00,M057,centrifugal_pump,plant_A,outdoor,day,26.77,0.664,171.0,0.788,1383.9,0.706,401.0,66.88,2.08,6.24,9.89,0.168,68.72,48.13,52.66,66.46,0.0822,0.2,0.643,3.274,-0.049,0.39,0.086,0.236,3.217,17.82,18,279,37,59,0.001,968.4,17,3,0.81,1936,1.0,0,0,none
2024-12-01 06:00:00,M058,fan,plant_C,semi_outdoor,night,27.59,0.95,48.8,0.756,1084.5,0.806,407.5,86.94,2.52,1.29,0.1,0.491,80.95,44.69,51.49,66.67,0.0823,0.2,0.684,3.723,0.583,0.303,0.189,0.02,3.422,24.13,14,852,153,42,0.167,1397.1,21,2,0.739,1465,1.0,0,0,none
2024-09-15 00:00:00,M059,fan,plant_C,indoor,day,24.67,0.165,27.5,1.08,1570.0,1.019,402.6,100.33,3.13,0.0,0.1,0.392,113.66,50.58,54.77,63.21,0.0912,3.706,11.336,4.227,0.663,2.651,1.772,1.952,3.059,27.72,15,561,44,187,0.199,1145.3,23,0,0.893,117,0.934,0,0,none
2024-05-15 02:00:00,M060,centrifugal_pump,plant_C,outdoor,day,28.35,0.415,71.6,0.857,1514.0,0.904,398.5,78.58,2.01,6.57,7.3,0.557,87.1,53.08,55.21,64.12,0.0804,0.2,0.576,3.526,0.944,0.268,0.174,0.247,2.879,22.31,16,467,30,20,0.198,2155.3,20,0,0.706,600,1.0,0,0,none
2024-07-23 18:00:00,M061,reciprocating_compressor,plant_A,indoor,day,17.65,0.822,39.1,0.485,720.0,0.441,391.0,49.08,2.62,11.09,13.24,0.975,49.72,51.76,61.32,64.2,0.0894,0.2,0.688,3.064,-0.204,0.227,0.323,0.055,3.44,20.33,15,377,94,40,0.031,523.4,13,5,0.521,1061,1.0,0,0,none
2024-07-20 00:00:00,M062,induction_motor,plant_C,indoor,day,16.19,0.341,26.2,0.672,1212.3,0.608,401.2,70.42,3.12,0.0,0.1,0.611,71.12,65.31,65.61,64.23,0.0812,0.2,0.571,2.0,0.347,0.085,0.238,0.062,2.853,24.91,12,246,61,39,0.117,1746.1,22,6,0.738,1365,1.0,0,0,none
2024-06-04 20:00:00,M063,fan,plant_B,indoor,evening,20.23,0.411,40.4,0.79,1139.2,0.667,397.0,72.07,3.05,1.01,0.25,0.53,76.93,46.11,45.99,68.98,0.0871,0.2,0.536,3.506,0.823,0.289,0.257,0.25,2.678,23.36,12,1039,82,47,0.14,1065.0,22,1,0.954,279,1.0,0,0,none
2024-02-13 18:00:00,M064,gearbox,plant_C,outdoor,day,28.92,0.705,96.8,0.741,1103.4,0.7,400.5,68.67,2.79,0.0,0.1,0.752,70.1,52.92,58.43,63.09,0.0955,0.2,0.619,2.397,0.441,0.108,0.49,0.02,3.096,17.86,16,846,62,20,0.29,1232.2,19,3,0.704,2146,1.0,0,0,none
2024-03-20 21:00:00,M065,fan,plant_A,outdoor,night,23.54,0.393,81.2,0.588,870.0,0.569,408.7,63.04,2.34,0.0,0.1,0.1,64.13,45.97,50.87,65.7,0.0898,0.2,0.584,3.23,0.309,0.297,0.465,0.02,2.918,18.34,16,435,30,22,0.109,650.3,17,6,0.643,651,1.0,0,0,none
2024-11-01 12:00:00,M066,fan,plant_A,semi_outdoor,night,31.37,0.472,67.3,0.605,870.0,0.505,404.3,56.49,1.55,0.0,0.1,0.823,55.69,38.03,52.03,66.67,0.0761,0.2,0.698,2.77,0.542,0.227,0.02,0.428,3.491,18.17,16,342,82,58,0.199,822.5,16,4,0.607,780,1.0,0,0,none
2024-09-10 04:00:00,M067,reciprocating_compressor,plant_A,indoor,evening,21.84,0.837,36.9,0.539,720.0,0.542,405.9,59.74,3.97,10.65,13.71,0.509,55.85,60.69,60.54,62.68,0.0876,0.2,0.695,2.704,0.829,0.121,0.174,0.02,3.474,22.07,13,568,57,115,0.257,813.9,17,5,0.624,1969,1.0,0,0,none
2024-11-12 20:00:00,M068,fan,plant_A,semi_outdoor,evening,36.38,0.456,76.9,0.667,957.4,0.667,404.7,63.87,3.29,0.0,0.1,0.898,63.68,43.49,47.02,70.08,0.0759,0.2,0.568,2.661,0.151,0.248,0.035,0.235,2.838,22.18,12,414,60,84,0.096,1446.5,21,2,0.714,2153,1.0,0,0,none
2024-01-23 22:00:00,M069,fan,plant_B,indoor,day,14.68,0.52,27.8,0.663,958.5,0.651,389.0,57.25,3.82,1.01,0.88,0.8,62.65,42.29,43.3,67.26,0.0897,0.2,0.57,3.065,0.212,0.352,0.082,0.282,2.852,22.2,13,978,183,41,0.298,1194.8,19,2,0.608,262,1.0,0,0,none
2024-11-17 13:00:00,M070,reciprocating_compressor,plant_B,indoor,night,24.38,0.465,18.0,0.824,996.7,0.851,405.0,79.59,3.53,10.79,12.43,0.964,83.02,63.86,63.46,58.34,0.0937,0.2,0.529,3.316,-0.071,0.122,0.35,0.107,2.644,25.61,15,151,106,48,0.137,1056.2,15,2,0.93,430,1.0,0,0,none
2024-12-24 16:00:00,M071,gearbox,plant_C,indoor,night,21.33,0.695,14.5,0.615,909.1,0.656,398.1,61.98,3.47,0.0,0.1,0.461,65.1,61.12,54.24,63.5,0.0854,0.2,0.698,3.646,0.637,0.218,0.116,0.162,3.49,21.79,12,650,31,27,0.31,923.4,19,2,0.716,289,1.0,0,0,none
2024-09-25 16:00:00,M072,induction_motor,plant_C,outdoor,day,29.78,0.758,114.6,0.843,1491.4,0.858,402.2,92.41,3.21,0.0,0.1,0.733,85.01,68.27,70.5,58.4,0.0828,0.2,0.677,2.876,0.527,0.25,0.233,0.02,3.383,19.42,19,392,108,57,0.224,1074.2,28,4,0.763,2127,0.974,0,0,none
2024-01-09 21:00:00,M073,induction_motor,plant_B,outdoor,night,33.88,0.541,79.6,0.948,1675.1,0.9,413.5,90.57,1.0,0.02,0.23,0.287,114.3,72.94,78.54,59.71,0.0936,0.2,0.638,2.947,0.505,0.196,0.397,0.02,3.191,24.13,16,509,65,19,0.32,1536.7,19,3,0.923,1988,0.974,0,0,none
2024-12-30 21:00:00,M074,reciprocating_compressor,plant_C,outdoor,night,27.09,0.491,73.4,0.889,1069.1,0.966,392.6,98.69,3.15,11.21,13.27,0.588,97.64,64.48,67.7,62.37,0.0847,0.2,0.676,3.192,0.556,0.05,0.08,0.066,3.378,23.13,16,245,39,72,0.092,915.0,24,3,0.93,1093,1.0,0,0,none
