timestamp,machine_id,modo_operacion,temperatura_ambiente_c,temperatura_entrada_c,temperatura_salida_c,delta_temp_c,presion_entrada_bar,presion_salida_bar,delta_presion_bar,flujo_masico_kgs,vibracion_rms_mms,velocidad_rpm,potencia_kw,consumo_energia_kwh,horas_operacion,humedad_relativa_pct,fallo
2025-07-02 03:54:00,compresor_criogenico_01,Normal,14.16,19.91,111.9,92.0,50.04,198.43,148.39,98.93,3.286,2950,92.69,1.136,9674,72.6,1
2025-07-02 07:56:00,compresor_criogenico_01,Alta carga,13.5,20.48,142.24,121.75,48.96,217.06,168.1,134.65,3.293,3157,139.02,1.412,8916,41.9,0
2025-07-02 21:36:00,compresor_criogenico_01,Alta carga,11.74,14.53,124.55,110.02,60.4,215.24,154.83,96.84,2.535,3072,106.6,2.198,4396,56.9,0
2025-07-03 11:38:00,compresor_criogenico_01,Normal,19.93,24.93,115.96,91.03,44.58,204.56,159.98,93.48,3.813,2967,87.65,1.352,9421,92.0,1
2025-07-02 15:25:00,compresor_criogenico_01,Baja carga,19.28,22.03,94.73,72.7,43.77,194.85,151.08,54.96,2.331,2904,50.0,1.753,450,57.1,0
2025-07-02 04:32:00,compresor_criogenico_01,Normal,10.62,13.92,114.12,100.2,50.49,198.85,148.36,119.46,2.72,2944,130.91,2.095,7899,61.7,0
2025-07-01 03:53:00,compresor_criogenico_01,Normal,17.46,21.7,108.05,86.35,46.37,198.32,151.95,127.4,3.064,3064,123.72,1.633,9629,49.6,1
2025-07-02 18:14:00,compresor_criogenico_01,Normal,20.19,27.53,134.4,106.88,44.27,217.21,172.94,85.74,2.733,2994,105.38,2.122,9685,90.0,1
2025-07-01 20:22:00,compresor_criogenico_01,Normal,18.97,19.02,119.4,100.39,47.96,191.57,143.61,120.03,1.615,3003,106.42,1.245,804,67.6,0
2025-07-01 04:53:00,compresor_criogenico_01,Normal,9.1,11.48,120.81,109.33,58.29,215.75,157.45,116.46,3.161,2831,119.81,2.047,9345,55.3,1
2025-07-03 11:31:00,compresor_criogenico_01,Normal,12.68,19.35,119.19,99.83,50.53,224.85,174.31,108.24,3.605,2973,121.35,1.321,9468,25.7,1
2025-07-02 17:03:00,compresor_criogenico_01,Normal,21.68,27.83,115.51,87.68,51.12,207.58,156.46,68.41,2.156,2954,70.57,1.343,1496,23.4,0
2025-07-04 10:27:00,compresor_criogenico_01,Normal,13.68,17.76,130.57,112.81,41.76,190.37,148.61,129.72,3.096,3050,121.05,1.41,4309,35.6,1
2025-07-03 17:38:00,compresor_criogenico_01,Baja carga,8.4,14.01,108.04,94.03,61.72,181.32,119.59,88.27,2.505,2804,84.83,1.643,5191,75.8,0
2025-07-01 11:24:00,compresor_criogenico_01,Alta carga,11.66,17.03,123.48,106.45,40.42,205.57,165.15,141.02,2.936,3051,131.53,1.516,4431,31.3,1
2025-07-03 11:15:00,compresor_criogenico_01,Normal,25.62,32.11,121.58,89.47,45.2,168.61,123.41,106.69,2.073,3073,94.75,1.253,1501,43.2,0
2025-07-03 02:17:00,compresor_criogenico_01,Normal,15.49,22.62,121.66,99.04,43.7,214.59,170.88,105.74,1.803,2935,117.08,1.612,1343,83.8,1
2025-07-01 07:56:00,compresor_criogenico_01,Baja carga,13.25,18.46,114.77,96.3,52.43,185.61,133.18,93.7,2.765,2996,74.6,1.586,4890,64.5,0
2025-07-03 23:19:00,compresor_criogenico_01,Normal,19.83,27.71,122.14,94.44,50.65,195.46,144.81,95.8,2.932,2980,85.99,1.794,9328,63.8,1
2025-07-02 14:03:00,compresor_criogenico_01,Baja carga,13.36,12.83,115.75,102.93,43.74,186.62,142.88,91.21,1.889,2841,85.64,1.003,2217,48.2,0
2025-07-01 16:44:00,compresor_criogenico_01,Alta carga,11.3,11.62,127.66,116.04,48.42,206.52,158.09,105.61,2.363,2934,106.86,1.729,1542,72.3,0
2025-07-03 10:07:00,compresor_criogenico_01,Baja carga,7.22,11.67,113.81,102.14,49.27,162.12,112.85,82.54,1.028,2879,75.65,0.608,1309,41.4,0
2025-07-02 16:36:00,compresor_criogenico_01,Normal,19.53,25.7,104.86,79.16,56.94,203.38,146.45,120.48,1.835,2867,129.17,2.291,887,86.2,0
2025-07-04 05:46:00,compresor_criogenico_01,Baja carga,2.46,6.54,117.28,110.74,48.17,196.39,148.22,68.82,2.743,2879,68.97,0.223,8142,68.4,0
2025-07-03 15:28:00,compresor_criogenico_01,Baja carga,15.11,17.24,107.95,90.71,48.05,209.43,161.37,114.19,1.715,2875,106.12,1.596,4597,50.9,0
2025-07-02 01:03:00,compresor_criogenico_01,Normal,13.89,19.29,118.76,99.48,50.91,211.15,160.24,98.0,2.596,3150,102.86,1.312,8496,61.9,0
2025-07-04 06:04:00,compresor_criogenico_01,Normal,13.3,17.04,101.57,84.53,51.54,183.48,131.93,100.21,1.789,2876,97.95,2.103,2234,41.9,0
2025-07-03 04:17:00,compresor_criogenico_01,Normal,14.22,20.67,119.92,99.25,48.22,219.99,171.76,117.02,2.981,2921,128.46,2.785,8068,21.8,0
2025-07-02 23:58:00,compresor_criogenico_01,Normal,24.96,28.87,104.66,75.79,53.52,199.19,145.67,80.53,2.357,3028,89.99,1.121,2014,72.4,0
2025-07-02 06:44:00,compresor_criogenico_01,Alta carga,14.47,21.58,115.51,93.93,48.59,229.06,180.47,124.22,3.106,3058,128.74,1.041,8526,87.5,1
2025-07-03 20:37:00,compresor_criogenico_01,Normal,10.04,15.88,116.09,100.21,45.49,171.51,126.02,93.3,2.652,3177,83.3,0.372,3409,49.0,1
2025-07-02 14:45:00,compresor_criogenico_01,Alta carga,19.84,26.46,135.84,109.38,54.53,196.02,141.49,91.35,3.133,3046,103.7,1.86,6544,56.8,1
2025-07-01 07:46:00,compresor_criogenico_01,Normal,17.7,21.93,108.17,86.24,53.95,203.89,149.93,102.2,1.905,2930,103.29,1.881,4397,63.7,0
2025-07-03 19:26:00,compresor_criogenico_01,Normal,16.62,20.7,109.27,88.57,44.66,178.36,133.7,65.44,1.893,3045,71.0,0.863,91,27.9,0
2025-07-02 15:44:00,compresor_criogenico_01,Normal,12.42,17.68,121.65,103.97,47.99,189.15,141.16,74.21,2.66,2873,83.42,1.561,7888,71.4,0
2025-07-03 11:30:00,compresor_criogenico_01,Normal,16.09,20.38,123.69,103.31,47.57,200.15,152.58,106.26,2.015,3018,105.45,1.611,2043,35.7,0
2025-07-01 06:00:00,compresor_criogenico_01,Normal,10.13,16.2,126.8,110.61,51.78,208.01,156.23,80.88,2.256,3070,90.46,1.246,3412,53.1,0
2025-07-01 15:12:00,compresor_criogenico_01,Normal,20.91,24.77,118.49,93.73,41.52,197.68,156.16,83.88,3.33,2948,93.25,1.517,9631,88.5,0
2025-07-01 09:13:00,compresor_criogenico_01,Normal,23.39,25.97,97.33,71.37,45.19,203.27,158.08,68.76,2.764,2799,87.22,2.24,5299,77.5,0
2025-07-03 14:24:00,compresor_criogenico_01,Baja carga,12.5,12.58,102.45,89.87,54.17,169.54,115.37,62.01,1.243,2976,65.73,1.369,313,62.8,0
2025-07-02 11:12:00,compresor_criogenico_01,Baja carga,16.71,23.36,110.03,86.67,33.35,190.98,157.63,123.54,2.215,2892,119.54,1.38,4046,60.7,0
2025-07-02 18:14:00,compresor_criogenico_01,Normal,20.19,27.53,134.4,106.88,44.27,217.21,172.94,85.74,2.733,2994,105.38,2.122,9685,90.0,1
2025-07-02 02:45:00,compresor_criogenico_01,Normal,17.34,24.15,114.93,90.78,50.35,200.9,150.55,95.88,1.746,3067,92.16,1.505,2971,64.3,0
2025-07-04 03:24:00,compresor_criogenico_01,Alta carga,18.02,24.17,127.62,103.46,49.51,229.16,179.64,136.27,3.616,3000,141.64,3.296,9895,81.0,1
2025-07-03 23:19:00,compresor_criogenico_01,Normal,19.83,27.71,122.14,94.44,50.65,195.46,144.81,95.8,2.932,2980,85.99,1.794,9328,63.8,1
2025-07-04 02:15:00,compresor_criogenico_01,Baja carga,15.84,19.39,111.06,91.67,52.91,194.13,141.22,68.89,1.733,3066,72.9,0.99,1020,42.9,0
2025-07-03 00:45:00,compresor_criogenico_01,Alta carga,10.97,11.52,124.27,112.75,48.51,209.55,161.04,131.79,1.872,2956,133.44,2.438,453,92.6,0
2025-07-03 18:28:00,compresor_criogenico_01,Normal,18.04,21.6,105.77,84.17,47.28,209.36,162.07,109.3,2.643,2944,113.29,2.317,5650,92.0,0
2025-07-02 12:15:00,compresor_criogenico_01,Alta carga,10.82,15.67,122.87,107.21,64.7,201.6,136.9,102.59,3.121,3048,101.35,1.339,6820,73.6,0
2025-07-02 23:05:00,compresor_criogenico_01,Alta carga,16.41,19.33,122.48,103.15,46.82,212.69,165.86,95.14,3.322,3117,103.62,1.343,8375,46.2,0
2025-07-01 17:29:00,compresor_criogenico_01,Baja carga,18.42,23.8,114.31,90.51,47.19,177.43,130.24,120.85,2.103,2910,90.77,1.867,6503,27.2,0
2025-07-02 18:14:00,compresor_criogenico_01,Normal,20.19,27.53,134.4,106.88,44.27,217.21,172.94,85.74,2.733,2994,105.38,2.122,9685,90.0,1
2025-07-02 07:27:00,compresor_criogenico_01,Normal,21.81,25.62,112.53,86.91,44.78,184.15,139.37,101.89,2.956,3068,90.64,0.799,4405,29.6,0
2025-07-03 00:25:00,compresor_criogenico_01,Baja carga,17.38,19.76,109.17,89.41,50.3,199.13,148.82,82.71,2.066,2975,89.61,2.269,5059,41.5,0
2025-07-04 09:20:00,compresor_criogenico_01,Normal,16.33,21.25,132.21,110.96,43.12,172.07,128.94,139.52,2.14,3078,117.42,2.801,3159,46.8,0
2025-07-03 01:36:00,compresor_criogenico_01,Alta carga,23.75,29.9,122.98,93.08,55.36,227.08,171.72,112.48,3.029,2947,113.6,2.102,9203,40.5,0
2025-07-02 23:59:00,compresor_criogenico_01,Baja carga,24.17,26.34,99.31,72.97,44.46,170.96,126.5,107.47,2.906,2941,101.16,2.09,8029,82.6,0
2025-07-03 17:16:00,compresor_criogenico_01,Normal,0.75,5.77,121.87,116.1,51.28,207.99,156.71,90.65,2.526,2960,97.81,1.99,3732,28.2,0
2025-07-01 13:16:00,compresor_criogenico_01,Alta carga,8.17,15.02,117.27,102.24,39.33,191.2,151.87,103.61,2.855,3049,95.19,1.307,8263,53.3,1
2025-07-04 03:24:00,compresor_criogenico_01,Alta carga,18.02,24.17,127.62,103.46,49.51,229.16,179.64,136.27,3.616,3000,141.64,3.296,9895,81.0,1
2025-07-02 14:45:00,compresor_criogenico_01,Alta carga,19.84,26.46,135.84,109.38,54.53,196.02,141.49,91.35,3.133,3046,103.7,1.86,6544,56.8,1
2025-07-04 01:49:00,compresor_criogenico_01,Normal,10.42,14.17,109.68,95.51,47.89,199.78,151.89,125.15,2.959,3128,119.93,2.308,3398,59.0,1
2025-07-02 07:41:00,compresor_criogenico_01,Baja carga,4.38,10.56,142.83,132.27,58.12,216.14,158.02,109.42,2.058,3044,114.25,1.922,6165,92.7,0
2025-07-02 16:19:00,compresor_criogenico_01,Normal,20.62,24.45,110.4,85.95,46.72,205.3,158.58,96.16,2.519,3045,95.45,1.008,6206,47.9,1
2025-07-01 19:45:00,compresor_criogenico_01,Alta carga,14.93,14.48,129.13,114.65,50.25,228.67,178.42,84.66,1.77,3148,102.88,1.492,296,58.0,0
2025-07-03 10:15:00,compresor_criogenico_01,Normal,14.71,19.28,102.45,83.16,49.6,187.56,137.96,86.66,2.44,2941,71.35,1.54,2470,73.8,0
2025-07-01 09:12:00,compresor_criogenico_01,Normal,19.28,22.43,121.71,99.28,44.12,169.17,125.04,92.27,3.177,2962,83.49,1.016,6903,56.9,0
2025-07-02 15:01:00,compresor_criogenico_01,Baja carga,20.09,24.4,111.82,87.41,43.54,191.19,147.65,86.67,2.582,3089,85.09,1.373,7377,93.7,0
2025-07-01 20:31:00,compresor_criogenico_01,Normal,10.02,15.74,115.64,99.91,56.03,200.5,144.47,108.62,3.087,3052,103.82,2.565,8265,28.9,0
2025-07-03 02:23:00,compresor_criogenico_01,Normal,17.69,22.78,108.84,86.06,55.0,199.24,144.23,91.09,1.748,2919,95.99,2.101,591,74.2,0
2025-07-04 11:16:00,compresor_criogenico_01,Baja carga,17.38,24.8,117.31,92.51,47.81,199.13,151.32,66.87,1.775,2889,77.05,1.106,5894,21.1,0
2025-07-03 16:08:00,compresor_criogenico_01,Normal,15.57,21.47,110.29,88.82,59.53,230.0,170.47,101.1,2.43,2986,103.73,2.644,7918,20.6,0
2025-07-01 11:09:00,compresor_criogenico_01,Normal,4.9,11.17,116.0,104.83,51.45,159.51,108.06,102.03,3.092,2838,96.89,1.995,8819,32.3,1
2025-07-02 14:45:00,compresor_criogenico_01,Alta carga,19.84,26.46,135.84,109.38,54.53,196.02,141.49,91.35,3.133,3046,103.7,1.86,6544,56.8,1
2025-07-02 07:13:00,compresor_criogenico_01,Alta carga,18.42,22.74,132.0,109.26,50.63,229.98,179.35,129.97,3.044,2989,133.92,1.958,7306,44.6,1
2025-07-01 14:38:00,compresor_criogenico_01,Baja carga,14.21,19.8,95.08,75.28,44.45,155.41,110.96,57.76,2.959,3040,60.36,0.954,5861,75.8,0
2025-07-01 03:48:00,compresor_criogenico_01,Alta carga,7.29,10.09,116.64,106.55,48.06,190.15,142.09,93.95,2.931,3034,89.11,1.801,7812,44.1,0
2025-07-01 09:58:00,compresor_criogenico_01,Baja carga,9.8,15.46,109.61,94.15,46.0,196.92,150.91,101.15,1.975,2982,108.97,1.321,1352,76.0,0
2025-07-02 14:45:00,compresor_criogenico_01,Alta carga,19.84,26.46,135.84,109.38,54.53,196.02,141.49,91.35,3.133,3046,103.7,1.86,6544,56.8,1
2025-07-03 11:38:00,compresor_criogenico_01,Normal,19.93,24.93,115.96,91.03,44.58,204.56,159.98,93.48,3.813,2967,87.65,1.352,9421,92.0,1
2025-07-03 11:33:00,compresor_criogenico_01,Alta carga,17.34,22.22,125.56,103.34,43.39,215.29,171.9,124.29,2.366,2974,118.15,2.682,2954,47.8,1
2025-07-04 03:24:00,compresor_criogenico_01,Alta carga,18.02,24.17,127.62,103.46,49.51,229.16,179.64,136.27,3.616,3000,141.64,3.296,9895,81.0,1
2025-07-01 09:48:00,compresor_criogenico_01,Baja carga,15.84,22.46,104.45,81.99,47.41,189.16,141.75,60.02,2.114,2827,74.58,0.688,3990,94.4,0
2025-07-02 15:21:00,compresor_criogenico_01,Normal,20.64,21.29,112.45,91.16,46.73,203.53,156.8,126.08,2.384,3059,111.53,1.613,8334,84.0,0
2025-07-01 21:33:00,compresor_criogenico_01,Normal,25.34,30.63,116.55,85.92,50.23,202.24,152.02,92.8,4.022,3065,96.0,1.707,9558,78.0,0
2025-07-03 11:33:00,compresor_criogenico_01,Alta carga,17.34,22.22,125.56,103.34,43.39,215.29,171.9,124.29,2.366,2974,118.15,2.682,2954,47.8,1
2025-07-02 16:19:00,compresor_criogenico_01,Normal,20.62,24.45,110.4,85.95,46.72,205.3,158.58,96.16,2.519,3045,95.45,1.008,6206,47.9,1
2025-07-03 12:14:00,compresor_criogenico_01,Normal,21.57,26.59,118.14,91.56,58.25,215.23,156.98,113.53,2.046,2944,118.93,2.139,213,52.7,0
2025-07-03 12:06:00,compresor_criogenico_01,Alta carga,18.7,23.07,142.76,119.69,44.54,211.99,167.45,126.56,2.157,3077,128.51,2.23,5499,75.5,0
2025-07-02 06:09:00,compresor_criogenico_01,Baja carga,8.83,16.03,108.17,92.13,40.11,178.53,138.42,89.71,3.395,2973,83.52,1.117,4959,88.6,0
2025-07-02 09:32:00,compresor_criogenico_01,Alta carga,17.65,21.31,131.14,109.82,48.48,218.17,169.69,131.28,2.856,3083,130.17,1.979,1716,80.6,0
2025-07-04 01:49:00,compresor_criogenico_01,Normal,10.42,14.17,109.68,95.51,47.89,199.78,151.89,125.15,2.959,3128,119.93,2.308,3398,59.0,1
2025-07-01 01:58:00,compresor_criogenico_01,Alta carga,18.75,23.55,135.67,112.12,50.87,230.0,179.13,94.06,2.8,2883,104.0,2.081,5392,94.6,1
2025-07-02 07:13:00,compresor_criogenico_01,Alta carga,18.42,22.74,132.0,109.26,50.63,229.98,179.35,129.97,3.044,2989,133.92,1.958,7306,44.6,1
2025-07-01 16:47:00,compresor_criogenico_01,Alta carga,17.17,24.77,125.73,100.96,51.37,217.1,165.73,80.51,2.856,3020,98.75,1.375,9203,44.6,1
2025-07-03 19:45:00,compresor_criogenico_01,Baja carga,22.49,26.79,99.14,72.35,47.63,181.94,134.3,96.71,3.315,2966,91.48,1.831,9976,59.0,0
2025-07-03 12:29:00,compresor_criogenico_01,Normal,15.15,20.68,110.77,90.08,55.67,223.69,168.02,79.35,2.992,2846,87.07,1.406,9501,56.7,1
2025-07-03 18:18:00,compresor_criogenico_01,Baja carga,21.55,24.28,92.07,67.79,42.94,217.58,174.64,85.76,2.94,2870,94.06,2.175,9977,20.8,1
2025-07-03 20:37:00,compresor_criogenico_01,Normal,10.04,15.88,116.09,100.21,45.49,171.51,126.02,93.3,2.652,3177,83.3,0.372,3409,49.0,1
2025-07-03 13:32:00,compresor_criogenico_01,Normal,24.26,29.31,113.37,84.07,54.32,203.44,149.12,108.16,2.599,2895,100.81,2.454,5467,29.9,0
2025-07-01 23:45:00,compresor_criogenico_01,Alta carga,13.48,19.56,119.48,99.92,59.41,210.32,150.91,95.32,2.124,2924,89.91,1.235,1056,31.4,1
2025-07-04 04:19:00,compresor_criogenico_01,Normal,16.01,19.26,121.57,102.31,47.37,195.4,148.03,105.71,2.791,2942,112.57,1.186,8574,38.9,0
2025-07-03 17:54:00,compresor_criogenico_01,Normal,21.65,26.57,121.34,94.77,54.89,199.13,144.24,125.27,2.062,3201,117.8,1.919,4481,45.8,0
2025-07-03 04:27:00,compresor_criogenico_01,Normal,19.33,20.29,92.94,72.65,48.54,183.05,134.51,92.07,1.944,2819,85.75,1.943,1812,56.0,0
2025-07-03 22:56:00,compresor_criogenico_01,Alta carga,26.03,32.6,121.76,89.16,49.39,200.62,151.23,132.36,2.736,3161,115.96,1.312,6109,34.1,0
2025-07-01 03:12:00,compresor_criogenico_01,Alta carga,14.45,16.4,128.28,111.88,44.14,222.0,177.86,88.94,2.418,3077,107.72,2.147,918,91.7,1
2025-07-02 18:27:00,compresor_criogenico_01,Normal,21.6,29.02,129.54,100.52,39.95,195.87,155.92,114.0,3.35,2981,97.98,2.162,6291,38.3,0
2025-07-02 06:20:00,compresor_criogenico_01,Normal,10.09,14.45,126.11,111.66,56.35,229.83,173.48,104.25,2.392,3073,100.87,2.173,2046,45.4,1
2025-07-03 19:33:00,compresor_criogenico_01,Normal,26.05,29.96,122.88,92.92,42.45,193.87,151.42,88.58,2.955,2927,81.24,1.518,7152,81.4,1
2025-07-04 04:25:00,compresor_criogenico_01,Alta carga,16.06,22.31,127.5,105.2,43.43,220.19,176.76,122.01,2.535,3089,126.14,2.72,4909,20.1,0
2025-07-04 10:27:00,compresor_criogenico_01,Normal,13.68,17.76,130.57,112.81,41.76,190.37,148.61,129.72,3.096,3050,121.05,1.41,4309,35.6,1
2025-07-01 00:19:00,compresor_criogenico_01,Normal,24.45,29.17,117.88,88.71,41.57,191.46,149.89,134.8,2.799,3068,129.33,2.49,4391,83.2,0
2025-07-03 18:14:00,compresor_criogenico_01,Normal,13.63,18.82,130.84,112.02,52.39,214.11,161.71,94.1,2.309,2894,105.19,1.896,1418,42.3,0
2025-07-01 20:24:00,compresor_criogenico_01,Normal,12.48,20.52,106.0,85.48,48.89,194.04,145.15,124.31,3.316,3032,105.38,1.736,9123,82.3,0
2025-07-01 17:42:00,compresor_criogenico_01,Normal,18.66,26.06,109.02,82.96,41.06,196.95,155.89,118.43,2.498,3075,97.29,2.098,2523,32.2,0
2025-07-01 18:56:00,compresor_criogenico_01,Alta carga,16.67,22.39,112.63,90.24,48.5,220.76,172.26,103.06,1.794,3072,108.49,2.08,74,34.4,0
2025-07-02 07:02:00,compresor_criogenico_01,Baja carga,20.89,27.75,98.81,71.06,43.46,176.04,132.58,119.0,3.121,3074,105.47,1.208,9205,77.8,0
2025-07-01 20:56:00,compresor_criogenico_01,Normal,10.77,18.35,128.49,110.14,35.93,170.31,134.38,110.89,3.584,2797,93.16,1.76,8185,67.4,0
2025-07-03 14:39:00,compresor_criogenico_01,Alta carga,9.43,15.44,127.85,112.41,51.02,201.11,150.1,96.02,3.117,3172,119.47,1.261,8927,30.8,0
2025-07-01 04:55:00,compresor_criogenico_01,Normal,13.26,14.92,112.83,97.91,55.25,190.67,135.43,120.03,2.987,3116,112.43,1.612,8452,29.0,0
2025-07-02 07:13:00,compresor_criogenico_01,Alta carga,18.42,22.74,132.0,109.26,50.63,229.98,179.35,129.97,3.044,2989,133.92,1.958,7306,44.6,1
2025-07-03 06:31:00,compresor_criogenico_01,Baja carga,12.97,20.43,112.22,91.8,42.07,180.07,138.01,79.01,1.584,2904,81.57,2.022,2750,79.0,0
2025-07-03 06:48:00,compresor_criogenico_01,Alta carga,9.8,15.42,135.25,119.82,45.79,211.67,165.88,134.13,3.62,3039,136.9,2.795,8342,88.0,0
2025-07-03 15:01:00,compresor_criogenico_01,Normal,15.06,19.96,99.65,79.69,41.83,187.01,145.18,106.15,2.617,3074,93.38,0.892,4039,40.9,0
2025-07-02 06:51:00,compresor_criogenico_01,Alta carga,15.7,21.58,131.98,110.4,52.9,201.75,148.85,84.95,2.134,2863,102.91,2.421,909,61.1,0
2025-07-01 13:16:00,compresor_criogenico_01,Alta carga,8.17,15.02,117.27,102.24,39.33,191.2,151.87,103.61,2.855,3049,95.19,1.307,8263,53.3,1
2025-07-02 16:19:00,compresor_criogenico_01,Normal,20.62,24.45,110.4,85.95,46.72,205.3,158.58,96.16,2.519,3045,95.45,1.008,6206,47.9,1
2025-07-02 21:38:00,compresor_criogenico_01,Alta carga,13.42,16.44,130.15,113.7,38.54,198.27,159.73,125.44,1.703,3097,128.49,1.925,1697,33.6,0
2025-07-01 22:32:00,compresor_criogenico_01,Normal,21.61,26.82,97.85,71.03,48.64,196.24,147.6,104.63,2.651,3040,95.12,1.588,5906,27.6,0
2025-07-03 09:22:00,compresor_criogenico_01,Normal,13.76,17.96,102.06,84.1,43.77,177.41,133.64,119.85,3.48,3057,114.19,1.48,9813,66.6,0
2025-07-02 15:13:00,compresor_criogenico_01,Alta carga,18.39,20.93,138.63,117.7,53.1,222.84,169.74,93.4,3.347,3171,100.31,0.952,8682,82.5,0
2025-07-01 20:44:00,compresor_criogenico_01,Normal,13.16,15.6,124.58,108.98,54.28,193.14,138.86,114.28,3.078,2839,96.38,1.728,6868,54.3,0
2025-07-02 15:02:00,compresor_criogenico_01,Baja carga,12.03,15.74,106.67,90.93,56.64,198.81,142.16,79.47,2.864,2883,82.0,0.544,9726,23.7,0
2025-07-01 22:10:00,compresor_criogenico_01,Normal,9.0,17.94,115.83,97.89,54.95,226.0,171.05,96.8,2.266,3103,121.8,2.51,1796,68.8,0
2025-07-03 07:45:00,compresor_criogenico_01,Normal,20.24,22.4,109.0,86.6,51.53,194.69,143.16,97.57,3.112,2901,94.29,1.245,6780,60.2,0
2025-07-02 05:59:00,compresor_criogenico_01,Baja carga,10.04,15.32,107.81,92.48,54.71,180.52,125.82,101.64,2.651,3033,87.48,1.443,3951,77.8,0
2025-07-01 09:16:00,compresor_criogenico_01,Baja carga,4.15,9.28,111.67,102.38,55.42,182.75,127.32,107.96,1.935,2929,105.35,1.545,3139,38.1,0
2025-07-03 16:57:00,compresor_criogenico_01,Alta carga,13.19,18.91,125.57,106.66,45.56,220.76,175.2,119.87,2.983,3226,129.72,2.151,2394,82.8,1
2025-07-01 03:34:00,compresor_criogenico_01,Normal,17.63,23.26,130.52,107.26,39.56,199.97,160.41,72.6,2.751,2982,88.88,1.312,6212,62.5,0
2025-07-03 04:58:00,compresor_criogenico_01,Alta carga,12.82,19.71,125.58,105.87,59.41,224.64,165.23,127.94,2.553,2927,128.69,1.436,4996,73.8,0
2025-07-01 17:46:00,compresor_criogenico_01,Normal,11.33,14.63,104.9,90.26,48.61,191.36,142.75,101.37,3.018,3071,104.1,1.638,5674,25.5,0
2025-07-01 13:58:00,compresor_criogenico_01,Normal,16.4,20.48,123.45,102.97,52.83,205.06,152.23,68.37,2.039,2940,65.91,1.228,799,51.4,0
2025-07-02 05:01:00,compresor_criogenico_01,Normal,15.24,21.8,134.04,112.25,57.72,230.0,172.28,107.39,3.014,3112,121.06,3.517,9298,64.7,1
2025-07-02 04:55:00,compresor_criogenico_01,Alta carga,21.73,27.08,119.33,92.25,48.28,205.06,156.78,112.39,2.823,3093,107.87,2.372,1994,63.1,0
2025-07-01 02:55:00,compresor_criogenico_01,Baja carga,5.55,12.01,119.82,107.81,50.25,187.39,137.14,66.5,1.992,2911,71.18,1.658,8177,53.5,0
2025-07-01 13:10:00,compresor_criogenico_01,Baja carga,9.77,17.31,106.7,89.39,49.21,177.82,128.61,68.83,2.201,2962,75.48,1.202,4917,33.4,0
2025-07-02 14:20:00,compresor_criogenico_01,Alta carga,21.66,25.96,125.89,99.94,51.84,196.86,145.02,112.06,3.732,3019,110.52,1.431,9928,86.0,1
2025-07-02 13:07:00,compresor_criogenico_01,Normal,17.19,21.97,110.32,88.35,42.51,181.94,139.43,133.37,2.769,3021,114.0,1.408,9715,48.7,0
